WorkOrderID,AssetID,Plant,Vendor,Department,Priority,Status,Problem,RootCause,Reported,Resolved,BudgetGBP,ActualGBP,Variance,DowntimeHours,LostMWh,Risk,Severity,Compliance,AuditScore,Inspector,AssetAge,ReactorType,InventoryPart,InventoryLevel,ReorderPoint,ProcurementDelay,MaintenanceType,LabourHours,Technicians,RadiationZone,DosemSv,Regulation,FineGBP,ContractValue,PaymentStatus,ForecastCost,FailureCount,InspectionFreqDays,Comments
WO00087,A1158,Sizewell B,Vendor_16,Ops,P4,Cancelled,Valve Leak,Human Error,2024-07-02,2024-08-24,78195,168195,90000,61.1,379.0,95,Critical,compliant,70.0,EMP629,44,BWR,P1078,195,67,10,Preventive,67.2,5,C,4.76,NRC,0,882608,Paid,77827,9,180,
WO00088,A1251,Diablo Canyon,Vendor_26,Ops,P3,In Progress,Valve Leak,Human Error,12/11/2022,2022-12-20,224444,268894,44450,24.1,186.2,57,High,Non-Compliant,,EMP787,31,SMR,P1301,136,54,7,Emergency,64.5,6,C,11.2,NRC,0,411299,Paid,211659,2,180,repeat issue 
WO00089,A1068,Diablo Canyon,Vendor_6,Engineering,P3,Cancelled,Calibration Drift,Human Error,2022-12-03,2023-02-01,315406,338132,22726,10.3,95.1,88,Medium,compliant,,EMP983,43,PHWR,P1198,327,82,14,Predictive,77.8,4,A,15.47,ONR,0,223769,Overdue,347166,10,90,await docs
WO00090,A1015,Torness,Vendor_7,Maint,P2,Open,Inventory Shortage,Ageing,2022-12-04,2023-01-05,364213,357903,-6310,39.4,178.3,41,Medium,Compliant,40.0,EMP379,41,SMR,P1281,275,81,62,Corrective,36.0,1,A,1.77,ONR,54897,87495,Paid,411990,6,365,await docs
WO00091,A1156,Sizewell B,Vendor_1,Finance,P2,Cancelled,Inspection Overdue,Human Error,14/02/2025,2025-03-17,94704,192130,97426,91.5,264.8,90,Low,Pending,,EMP520,3,PHWR,P1397,482,49,79,Emergency,21.3,8,C,0.9,STUK,0,655644,Paid,125337,5,30,N/A
WO00092,A1224,Torness,Vendor_4,Finance,P1,Cancelled,Sensor Fault,Human Error,24/05/2024,2024-06-11,50462,82443,31981,55.7,672.8,33,Low,Compliant,,EMP918,35,BWR,P1316,147,114,90,Emergency,69.0,5,C,16.56,STUK,35682,436342,Paid,90883,12,180,N/A
WO00093,A1060,Diablo Canyon,Vendor_12,Safety,P1,Cancelled,Inspection Overdue,Unknown,2022-05-21,2022-05-21,245534,352891,107357,29.1,356.8,26,Critical,Pending,66.0,EMP640,19,SMR,P1241,229,38,0,Corrective,43.0,1,C,5.58,STUK,28492,725196,Paid,247025,2,365,urgent
WO00094,A1266,Sizewell B,Vendor_7,Procurement,P1,Closed,Valve Leak,Ageing,10/01/2025,2025-01-30,291779,263368,-28411,75.0,94.9,68,Low,compliant,47.0,EMP567,31,SMR,P1203,482,119,27,Predictive,49.9,2,C,0.26,CNSC,0,206188,Overdue,334901,5,30,repeat issue 
WO00095,A1051,Torness,Vendor_25,Engineering,P3,Closed,Calibration Drift,Design,07/01/2025,2025-02-19,158734,251843,93109,74.3,589.1,24,High,Pending,,EMP408,18,BWR,P1169,110,116,32,Emergency,22.8,5,D,7.63,NRC,0,87414,Paid,182747,4,180,repeat issue 
WO00096,A1025,Diablo Canyon,Vendor_13,Ops,P2,In Progress,Inventory Shortage,Vendor Delay,04/02/2024,2024-02-25,385207,437009,51802,65.2,538.3,49,High,Non-Compliant,68.0,EMP621,9,PWR,P1112,297,114,90,Emergency,37.2,3,D,6.79,STUK,0,437008,Overdue,404348,1,90,await docs
WO00097,A1189,Torness,Vendor_24,Safety,P1,In Progress,Valve Leak,Vendor Delay,18/03/2024,2024-03-24,24471,27620,3149,69.3,654.2,57,Critical,Compliant,,EMP267,7,SMR,P1475,103,59,81,Preventive,21.8,8,A,9.51,ONR,0,884179,Paid,32473,11,90,
WO00098,A1181,Olkiluoto 3,Vendor_13,Ops,P5,Cancelled,Sensor Fault,Human Error,2023-12-01,2024-01-06,214739,321457,106718,48.0,78.8,44,Medium,Non-Compliant,,EMP888,19,BWR,P1091,306,55,37,Emergency,54.8,5,A,7.22,ONR,0,118629,Overdue,230172,0,180,urgent
WO00099,A1033,Heysham 1,Vendor_15,Procurement,P1,Open,Calibration Drift,Unknown,28/11/2022,2022-12-20,69824,137324,67500,95.9,742.8,15,Medium,Pending,94.0,EMP887,34,PHWR,P1159,356,35,34,Preventive,41.4,7,D,11.44,STUK,39668,880188,Paid,108548,11,365,
WO00100,A1231,Torness,Vendor_5,Finance,P1,Cancelled,Calibration Drift,Ageing,2024-09-17,2024-11-12,364440,330844,-33596,62.5,730.6,96,High,Compliant,72.0,EMP554,17,SMR,P1238,97,13,54,Preventive,69.8,5,A,12.78,STUK,58609,613557,Paid,369783,4,90,urgent
WO00101,A1185,Diablo Canyon,Vendor_25,Engineering,P3,Closed,Valve Leak,Vendor Delay,2022-09-12,2022-11-02,204359,254474,50115,57.2,183.0,18,Critical,Non-Compliant,80.0,EMP344,1,SMR,P1213,463,32,54,Predictive,34.1,1,C,4.91,STUK,0,700336,Overdue,207279,7,30,repeat issue 
WO00102,A1297,Diablo Canyon,Vendor_27,Engineering,P5,Cancelled,Inventory Shortage,Design,2022-02-28,2022-04-03,369195,465847,96652,45.0,232.2,44,Medium,compliant,50.0,EMP343,33,AGR,P1383,296,113,32,Predictive,44.4,5,D,4.61,STUK,0,756627,Pending,357753,6,90,urgent
WO00103,A1051,Diablo Canyon,Vendor_18,Finance,P5,Cancelled,Inspection Overdue,Vendor Delay,2025-03-15,,468939,487419,18480,25.3,559.7,93,Medium,Pending,46.0,EMP482,7,AGR,P1015,221,45,90,Predictive,5.1,1,A,17.7,NRC,0,388525,Pending,478529,0,30,urgent
WO00104,A1107,Sizewell B,Vendor_13,Safety,P5,Cancelled,Pump Failure,Unknown,2024-06-11,2024-08-09,163707,141573,-22134,47.4,98.1,77,Low,Compliant,56.0,EMP905,20,PWR,P1414,151,15,44,Predictive,5.9,5,B,7.34,CNSC,0,417340,Pending,187354,1,90,urgent
WO00105,A1076,Olkiluoto 3,Vendor_18,Ops,P4,Open,Inventory Shortage,Ageing,2023-04-05,2023-04-07,257833,317768,59935,46.8,526.9,5,Critical,Non-Compliant,,EMP218,28,SMR,P1071,246,117,47,Emergency,74.5,3,C,2.87,STUK,0,770357,Overdue,246489,4,90,N/A
WO00106,A1004,Bruce A,Vendor_4,Finance,P4,Closed,Pump Failure,Unknown,2022-06-22,2022-07-29,217224,316673,99449,35.7,241.3,14,Critical,Pending,71.0,EMP338,27,AGR,P1139,346,25,60,Emergency,47.1,6,D,0.64,ONR,81530,941075,Paid,240104,7,365,urgent
WO00107,A1126,Olkiluoto 3,Vendor_6,Finance,P5,Cancelled,Inventory Shortage,Vendor Delay,2024-07-26,2024-08-18,303799,409534,105735,17.0,602.4,100,Critical,compliant,88.0,EMP125,9,PHWR,P1425,19,47,64,Preventive,27.5,7,D,13.61,ONR,0,27628,Overdue,344115,5,365,
WO00108,A1184,Olkiluoto 3,Vendor_16,Finance,P3,Cancelled,Valve Leak,Vendor Delay,2025-03-14,2025-04-14,111827,202728,90901,25.8,437.2,100,Low,Compliant,76.0,EMP998,12,SMR,P1442,112,74,12,Corrective,14.9,5,B,3.1,CNSC,0,343867,Overdue,92334,12,90,
WO00109,A1095,Torness,Vendor_7,Finance,P5,Cancelled,Inspection Overdue,Unknown,19/10/2023,2023-12-18,437539,431505,-6034,17.4,52.3,26,High,compliant,,EMP389,25,SMR,P1457,398,83,59,Emergency,14.5,4,B,13.8,CNSC,0,55319,Pending,483064,0,365,urgent
WO00110,A1020,Torness,Vendor_20,Finance,P5,Closed,Calibration Drift,Unknown,2023-03-26,2023-05-12,265865,305167,39302,51.2,622.0,61,Medium,Pending,63.0,EMP476,41,PWR,P1200,24,85,62,Emergency,13.3,4,A,6.68,NRC,0,115756,Paid,274928,9,90,urgent
WO00111,A1219,Torness,Vendor_23,Procurement,P1,Closed,Valve Leak,Ageing,24/07/2022,2022-09-21,106842,209816,102974,6.6,102.1,38,Medium,compliant,,EMP692,38,AGR,P1374,499,107,58,Preventive,32.1,5,A,16.18,STUK,0,135894,Paid,104496,5,90,N/A
WO00112,A1034,Heysham 1,Vendor_1,Safety,P3,Open,Inspection Overdue,Ageing,30/08/2024,2024-09-10,389932,503316,113384,49.8,36.3,74,High,Compliant,,EMP973,27,PHWR,P1223,72,99,40,Preventive,10.7,6,C,0.67,ONR,5195,780129,Pending,373925,11,180,
WO00113,A1183,Sizewell B,Vendor_19,Ops,P1,Closed,Sensor Fault,Ageing,14/06/2025,2025-06-21,404294,391244,-13050,31.8,672.5,41,Critical,Pending,68.0,EMP733,23,AGR,P1202,203,100,56,Predictive,50.0,6,C,16.56,ONR,0,713614,Paid,393850,6,365,N/A
WO00114,A1213,Diablo Canyon,Vendor_15,Finance,P4,Closed,Pump Failure,Unknown,2024-06-29,2024-06-29,339070,323772,-15298,46.0,264.6,2,Critical,Compliant,,EMP293,17,SMR,P1042,387,82,54,Corrective,46.7,3,A,11.9,CNSC,0,988418,Paid,364625,0,30,urgent
WO00115,A1088,Heysham 1,Vendor_8,Safety,P5,Open,Pump Failure,Design,21/06/2022,2022-07-21,213594,285521,71927,36.6,243.7,36,High,Compliant,79.0,EMP242,27,AGR,P1020,342,118,34,Preventive,72.1,8,B,15.49,NRC,85513,173915,Paid,224540,9,90,
WO00116,A1028,Torness,Vendor_12,Procurement,P3,Open,Pump Failure,Vendor Delay,25/09/2022,2022-11-02,226851,284976,58125,81.4,462.5,13,High,compliant,,EMP864,17,PWR,P1373,216,31,7,Preventive,76.7,5,A,3.55,NRC,0,117105,Overdue,261555,8,90,await docs
WO00117,A1126,Bruce A,Vendor_24,Maint,P3,Open,Inventory Shortage,Ageing,23/08/2025,2025-08-27,464617,524644,60027,4.7,74.6,29,Low,Compliant,96.0,EMP983,28,SMR,P1364,158,71,67,Preventive,8.0,5,B,4.91,NRC,0,901329,Overdue,449998,9,90,urgent
WO00118,A1278,Diablo Canyon,Vendor_6,Maint,P4,Cancelled,Sensor Fault,Human Error,2024-09-01,2024-09-22,238501,230221,-8280,16.2,798.7,100,Low,compliant,65.0,EMP467,10,BWR,P1249,167,74,22,Emergency,61.2,2,C,2.97,STUK,50415,855049,Paid,241830,0,365,repeat issue 
WO00119,A1175,Bruce A,Vendor_4,Finance,P3,Cancelled,Calibration Drift,Human Error,2025-07-14,,131603,190585,58982,22.1,828.7,45,Critical,Non-Compliant,,EMP567,30,SMR,P1202,231,62,88,Predictive,1.1,3,D,14.04,CNSC,0,469702,Pending,162622,0,90,N/A
WO00120,A1072,Torness,Vendor_4,Ops,P4,Cancelled,Inspection Overdue,Unknown,19/01/2023,2023-03-02,336542,357771,21229,11.6,132.3,9,High,Pending,54.0,EMP833,6,BWR,P1404,444,103,65,Predictive,25.3,1,A,5.14,CNSC,0,42577,Paid,355171,10,30,
WO00121,A1128,Olkiluoto 3,Vendor_7,Ops,P3,Closed,Pump Failure,Ageing,22/02/2022,2022-04-03,61855,53355,-8500,29.0,752.2,15,Critical,compliant,49.0,EMP424,29,PWR,P1146,77,109,4,Corrective,73.3,5,B,10.53,ONR,0,79343,Overdue,74591,4,90,await docs
WO00122,A1206,Heysham 1,Vendor_13,Ops,P3,Open,Pump Failure,Human Error,08/09/2025,2025-10-18,298327,287903,-10424,78.6,48.5,87,High,Pending,,EMP108,35,BWR,P1223,287,33,25,Emergency,73.8,2,A,2.64,CNSC,41256,248000,Pending,307842,10,180,repeat issue 
WO00123,A1081,Sizewell B,Vendor_8,Finance,P4,Closed,Pump Failure,Unknown,2022-03-05,,164440,151503,-12937,38.3,712.6,37,Low,Non-Compliant,51.0,EMP946,30,PWR,P1496,9,71,81,Corrective,45.5,4,D,6.84,NRC,0,132302,Pending,158286,2,90,urgent
WO00124,A1104,Olkiluoto 3,Vendor_1,Safety,P2,In Progress,Sensor Fault,Ageing,09/11/2024,2024-12-30,471163,431750,-39413,15.4,570.8,63,Critical,Non-Compliant,65.0,EMP193,42,PHWR,P1341,202,58,86,Predictive,18.4,2,D,10.55,CNSC,0,252723,Paid,489449,1,30,
WO00125,A1221,Olkiluoto 3,Vendor_20,Procurement,P5,Open,Sensor Fault,Ageing,2023-03-20,2023-04-07,152593,159830,7237,86.4,723.0,29,Medium,Pending,87.0,EMP615,4,PWR,P1201,147,81,72,Preventive,45.3,5,C,3.37,ONR,49458,233374,Overdue,163170,6,180,await docs
WO00126,A1167,Olkiluoto 3,Vendor_21,Ops,P4,Cancelled,Inventory Shortage,Design,07/06/2025,,209187,278319,69132,1.2,231.1,88,High,Pending,81.0,EMP544,4,SMR,P1395,65,120,29,Predictive,65.3,5,D,3.9,STUK,0,728038,Paid,222113,1,30,urgent
WO00127,A1233,Sizewell B,Vendor_30,Ops,P3,In Progress,Valve Leak,Vendor Delay,2022-11-03,2022-12-10,411858,427067,15209,21.5,673.0,44,Critical,compliant,,EMP342,35,PHWR,P1389,134,65,45,Corrective,65.6,4,A,4.28,ONR,0,396375,Pending,425891,10,180,repeat issue 
WO00128,A1054,Torness,Vendor_28,Ops,P3,Cancelled,Valve Leak,Vendor Delay,04/07/2022,2022-08-03,429656,515613,85957,58.6,659.9,100,Medium,Non-Compliant,,EMP296,22,AGR,P1310,385,76,27,Preventive,49.0,4,A,13.13,NRC,0,979209,Paid,472239,9,30,urgent
WO00129,A1125,Torness,Vendor_7,Ops,P4,Open,Valve Leak,Design,2024-07-08,,74204,165494,91290,24.8,172.1,21,Critical,Non-Compliant,46.0,EMP212,9,PHWR,P1207,224,71,17,Preventive,19.9,4,A,13.84,NRC,0,43923,Paid,106601,11,180,await docs
WO00130,A1161,Torness,Vendor_17,Engineering,P5,In Progress,Sensor Fault,Human Error,2024-11-30,2024-11-28,383027,371341,-11686,16.1,544.5,29,Critical,Compliant,,EMP260,11,AGR,P1183,446,99,83,Predictive,47.6,5,C,4.74,NRC,78707,349984,Overdue,409689,9,365,N/A
WO00131,A1140,Heysham 1,Vendor_12,Finance,P5,Open,Pump Failure,Ageing,2025-01-30,2025-03-28,312013,385318,73305,37.8,768.5,69,Critical,compliant,95.0,EMP850,26,PHWR,P1489,72,101,32,Predictive,75.1,6,B,4.62,ONR,0,481661,Pending,341766,7,30,N/A
WO00132,A1289,Heysham 1,Vendor_23,Engineering,P4,Closed,Valve Leak,Design,03/02/2022,2022-02-09,494081,604231,110150,49.3,2.6,47,High,compliant,61.0,EMP900,9,SMR,P1479,371,24,16,Predictive,22.6,8,B,14.41,STUK,0,714599,Pending,497161,3,180,
WO00133,A1244,Olkiluoto 3,Vendor_13,Safety,P2,Open,Pump Failure,Vendor Delay,2023-06-21,2023-07-17,165790,259995,94205,48.1,117.9,8,Medium,Compliant,48.0,EMP340,27,AGR,P1317,15,31,71,Corrective,3.1,1,B,15.86,CNSC,0,825555,Paid,149722,9,365,repeat issue 
WO00134,A1097,Sizewell B,Vendor_20,Ops,P1,Closed,Sensor Fault,Vendor Delay,04/08/2024,2024-08-28,322648,386249,63601,6.2,8.4,85,Low,compliant,,EMP435,32,BWR,P1420,49,10,37,Preventive,18.2,5,D,14.69,CNSC,0,946693,Pending,303224,6,365,await docs
WO00135,A1282,Diablo Canyon,Vendor_3,Procurement,P4,Open,Valve Leak,Vendor Delay,19/07/2022,2022-09-17,365001,351569,-13432,84.0,222.1,8,Critical,Non-Compliant,,EMP547,34,PHWR,P1020,404,70,85,Corrective,49.4,1,B,4.92,ONR,0,693899,Paid,411282,8,365,await docs
WO00136,A1233,Olkiluoto 3,Vendor_18,Procurement,P1,In Progress,Pump Failure,Ageing,22/07/2024,,145846,210316,64470,93.9,64.3,50,High,Non-Compliant,81.0,EMP878,25,PHWR,P1294,284,17,66,Corrective,25.2,2,D,4.49,CNSC,0,648428,Pending,169471,12,90,await docs
WO00137,A1175,Torness,Vendor_1,Ops,P1,In Progress,Calibration Drift,Human Error,26/04/2025,2025-06-14,382601,388767,6166,94.6,525.0,96,High,Pending,47.0,EMP913,41,AGR,P1350,92,79,10,Predictive,40.1,1,A,13.71,STUK,38631,684272,Overdue,376456,6,365,await docs
WO00138,A1050,Bruce A,Vendor_11,Finance,P2,In Progress,Valve Leak,Unknown,2022-09-04,2022-10-13,352023,438336,86313,89.3,517.3,79,High,Non-Compliant,55.0,EMP786,17,BWR,P1259,150,15,62,Predictive,11.8,7,C,5.61,ONR,0,204567,Pending,336607,1,180,N/A
WO00139,A1119,Diablo Canyon,Vendor_21,Safety,P4,Closed,Inventory Shortage,Human Error,14/04/2025,2025-05-13,384211,440919,56708,61.0,500.6,25,Critical,Pending,,EMP391,5,AGR,P1144,252,60,78,Preventive,66.2,6,D,13.36,NRC,0,203212,Overdue,432637,11,365,
WO00140,A1112,Olkiluoto 3,Vendor_1,Ops,P4,Closed,Inventory Shortage,Vendor Delay,10/07/2024,2024-07-26,13008,73599,60591,-0.8,789.4,24,High,Pending,,EMP100,4,SMR,P1494,221,15,87,Corrective,13.4,3,C,15.44,NRC,0,486332,Overdue,28832,0,90,urgent
WO00141,A1203,Torness,Vendor_26,Safety,P2,Open,Inspection Overdue,Human Error,13/06/2025,2025-06-27,279424,281192,1768,57.2,52.4,40,High,Compliant,53.0,EMP207,5,BWR,P1370,461,89,43,Predictive,55.7,7,A,0.9,NRC,0,113753,Overdue,282507,5,90,repeat issue 
WO00142,A1240,Olkiluoto 3,Vendor_9,Maint,P2,In Progress,Inventory Shortage,Vendor Delay,2025-04-15,2025-04-17,170242,247479,77237,0.5,23.2,41,Critical,Compliant,,EMP307,24,PHWR,P1004,431,45,53,Preventive,10.2,6,B,1.52,STUK,0,719212,Paid,183133,2,90,
WO00143,A1207,Diablo Canyon,Vendor_28,Ops,P1,In Progress,Inspection Overdue,Design,2025-05-19,2025-06-16,72997,95275,22278,36.4,28.9,2,Medium,Non-Compliant,,EMP866,16,PWR,P1399,186,44,39,Predictive,41.0,5,C,2.68,ONR,0,94989,Paid,90589,3,180,repeat issue 
WO00144,A1254,Heysham 1,Vendor_20,Finance,P3,Cancelled,Calibration Drift,Design,2024-08-09,2024-09-29,357019,459328,102309,79.3,80.7,97,High,Compliant,47.0,EMP891,15,PWR,P1372,213,67,79,Corrective,22.2,1,D,6.19,STUK,0,890863,Pending,385679,1,90,
WO00145,A1027,Torness,Vendor_22,Engineering,P4,Cancelled,Pump Failure,Vendor Delay,2024-06-18,2024-07-22,491739,493856,2117,69.1,370.9,45,Low,Pending,,EMP418,3,PWR,P1183,186,51,-3,Predictive,64.4,6,A,0.42,STUK,0,189797,Paid,538976,8,365,await docs
WO00146,A1129,Olkiluoto 3,Vendor_24,Safety,P5,Closed,Inventory Shortage,Human Error,09/02/2023,2023-04-02,361901,380979,19078,46.5,426.3,4,Low,compliant,,EMP947,42,BWR,P1037,287,44,14,Emergency,71.1,6,A,4.21,CNSC,0,794784,Pending,399966,4,90,repeat issue 
WO00147,A1040,Heysham 1,Vendor_17,Safety,P1,In Progress,Inventory Shortage,Human Error,2025-06-26,2025-07-26,333330,354886,21556,27.6,884.3,10,Medium,compliant,,EMP200,23,PHWR,P1350,251,58,79,Preventive,11.4,1,A,13.26,CNSC,0,782160,Paid,358361,6,30,repeat issue 
WO00148,A1128,Heysham 1,Vendor_2,Maint,P5,In Progress,Sensor Fault,Unknown,24/03/2024,2024-04-14,205120,247024,41904,58.4,418.8,19,Medium,compliant,,EMP654,5,PWR,P1484,65,22,42,Emergency,27.5,6,B,1.11,CNSC,49889,737971,Pending,231668,4,180,
WO00149,A1112,Sizewell B,Vendor_12,Engineering,P1,Cancelled,Pump Failure,Vendor Delay,2025-05-27,2025-07-21,403140,499073,95933,80.2,856.9,5,Medium,Non-Compliant,47.0,EMP979,30,SMR,P1463,456,27,17,Emergency,47.1,5,D,10.71,CNSC,0,926071,Paid,401681,9,180,N/A
WO00150,A1127,Heysham 1,Vendor_9,Safety,P4,Cancelled,Inventory Shortage,Ageing,02/03/2023,2023-03-30,62168,115770,53602,51.2,897.0,31,Critical,Non-Compliant,,EMP897,43,AGR,P1459,276,11,49,Preventive,22.2,1,C,0.71,CNSC,0,142793,Pending,61585,0,30,N/A
WO00151,A1157,Torness,Vendor_12,Procurement,P2,Cancelled,Inventory Shortage,Vendor Delay,2022-06-03,2022-07-09,304101,342246,38145,85.8,509.9,15,Low,Pending,,EMP518,2,BWR,P1065,157,68,74,Preventive,20.4,4,A,2.36,ONR,0,613927,Paid,346329,6,365,N/A
WO00152,A1169,Heysham 1,Vendor_9,Procurement,P2,Open,Sensor Fault,Unknown,03/08/2025,,251844,322336,70492,23.1,476.9,62,Medium,Pending,43.0,EMP297,5,PHWR,P1257,388,120,74,Corrective,45.5,2,B,14.1,NRC,0,61814,Pending,282496,11,90,N/A
WO00153,A1153,Diablo Canyon,Vendor_30,Safety,P4,Cancelled,Inventory Shortage,Vendor Delay,25/10/2022,2022-11-08,21446,49363,27917,49.8,744.5,80,Medium,Pending,98.0,EMP830,20,PHWR,P1392,158,53,56,Emergency,6.8,8,C,4.71,STUK,0,884073,Paid,43011,6,30,
WO00154,A1252,Diablo Canyon,Vendor_26,Maint,P4,Open,Inspection Overdue,Design,2024-12-19,,359806,365042,5236,20.8,268.0,52,Critical,Non-Compliant,48.0,EMP900,43,PHWR,P1451,195,108,50,Emergency,74.5,3,C,8.23,ONR,53504,971920,Overdue,402185,9,180,await docs
WO00155,A1162,Olkiluoto 3,Vendor_13,Safety,P2,Open,Sensor Fault,Vendor Delay,2022-09-11,,27680,7704,-19976,54.2,73.4,66,High,compliant,85.0,EMP420,31,AGR,P1202,109,120,40,Emergency,39.3,2,C,13.46,STUK,0,136713,Paid,18267,6,365,repeat issue 
WO00156,A1217,Olkiluoto 3,Vendor_18,Maint,P4,Cancelled,Inventory Shortage,Unknown,15/03/2022,2022-03-22,339820,351493,11673,22.7,544.3,93,Low,Pending,47.0,EMP934,20,AGR,P1424,333,43,70,Predictive,27.4,6,D,10.48,ONR,0,117920,Pending,387987,12,365,repeat issue 
WO00157,A1087,Diablo Canyon,Vendor_23,Engineering,P1,Closed,Valve Leak,Human Error,20/07/2022,2022-09-09,97112,116515,19403,84.7,608.9,21,Medium,Non-Compliant,62.0,EMP198,15,PHWR,P1215,124,85,24,Preventive,68.2,6,C,16.28,NRC,0,559893,Overdue,138951,11,90,repeat issue 
WO00158,A1196,Sizewell B,Vendor_25,Engineering,P3,Open,Calibration Drift,Vendor Delay,2025-01-08,2025-02-21,411952,420615,8663,38.2,457.9,46,High,Compliant,53.0,EMP115,3,AGR,P1337,189,97,62,Predictive,68.8,8,D,13.84,CNSC,0,508806,Pending,422785,11,30,repeat issue 
WO00159,A1096,Torness,Vendor_7,Procurement,P1,In Progress,Calibration Drift,Ageing,22/05/2024,2024-06-07,359664,471182,111518,49.7,343.2,21,High,compliant,,EMP724,12,AGR,P1472,437,93,46,Corrective,42.4,5,A,14.96,ONR,0,936434,Paid,364906,8,365,N/A
WO00160,A1135,Diablo Canyon,Vendor_11,Maint,P5,Open,Calibration Drift,Design,23/08/2022,2022-10-01,10369,59927,49558,30.8,537.0,92,Low,Non-Compliant,,EMP825,19,PWR,P1271,29,84,33,Preventive,17.8,7,A,5.71,NRC,72870,853901,Pending,-8280,5,30,urgent
WO00161,A1188,Heysham 1,Vendor_16,Finance,P5,Closed,Pump Failure,Vendor Delay,2022-04-05,2022-05-10,88797,150650,61853,83.7,476.5,96,Medium,compliant,74.0,EMP392,10,SMR,P1320,104,55,-2,Preventive,8.8,7,A,0.42,ONR,0,52171,Pending,90925,10,180,await docs
WO00162,A1251,Diablo Canyon,Vendor_23,Engineering,P1,Closed,Inspection Overdue,Vendor Delay,2024-02-09,2024-03-17,380015,439012,58997,49.0,735.6,5,Critical,Non-Compliant,,EMP820,18,PHWR,P1260,215,99,78,Preventive,58.5,3,D,16.49,NRC,0,232464,Overdue,429014,2,180,urgent
WO00163,A1182,Torness,Vendor_13,Maint,P1,In Progress,Calibration Drift,Vendor Delay,12/01/2023,,426910,459460,32550,38.2,79.5,65,High,Non-Compliant,91.0,EMP657,30,BWR,P1053,179,102,33,Predictive,69.2,1,A,5.13,CNSC,87577,603053,Paid,422614,5,180,
WO00164,A1050,Diablo Canyon,Vendor_19,Procurement,P1,Cancelled,Valve Leak,Vendor Delay,09/11/2023,2024-01-02,386211,467229,81018,8.5,133.2,56,Critical,Non-Compliant,,EMP115,34,PWR,P1314,257,37,60,Emergency,2.8,6,D,17.17,STUK,0,367257,Paid,369603,0,30,urgent
WO00165,A1187,Bruce A,Vendor_9,Maint,P4,Closed,Calibration Drift,Ageing,02/07/2023,2023-07-20,477713,438546,-39167,63.8,154.1,70,Medium,Non-Compliant,,EMP563,34,SMR,P1171,350,44,4,Corrective,65.7,5,C,1.4,ONR,0,810715,Pending,524930,10,30,N/A
WO00166,A1108,Olkiluoto 3,Vendor_26,Maint,P5,Cancelled,Valve Leak,Human Error,03/03/2022,2022-04-26,81475,151504,70029,4.6,323.5,70,Critical,Non-Compliant,98.0,EMP512,38,SMR,P1038,47,40,4,Preventive,33.3,3,D,0.37,ONR,24339,964617,Overdue,86722,7,30,repeat issue 
WO00167,A1009,Bruce A,Vendor_6,Engineering,P4,Closed,Inventory Shortage,Vendor Delay,2025-05-02,2025-06-30,199027,305346,106319,30.6,64.5,24,Low,compliant,59.0,EMP663,33,SMR,P1342,241,18,10,Emergency,15.6,6,D,17.59,CNSC,40982,307024,Paid,220472,5,30,urgent
WO00168,A1295,Sizewell B,Vendor_21,Finance,P3,In Progress,Inspection Overdue,Ageing,2023-12-20,2024-01-22,343956,442231,98275,21.0,376.8,26,Low,compliant,42.0,EMP102,11,PHWR,P1276,166,62,11,Corrective,10.2,6,C,10.87,NRC,0,273186,Overdue,379671,0,365,urgent
WO00169,A1210,Heysham 1,Vendor_20,Ops,P2,Open,Inventory Shortage,Ageing,2022-06-23,2022-07-29,216379,240216,23837,78.5,876.8,23,High,Compliant,,EMP852,6,PWR,P1275,464,92,30,Corrective,5.0,5,B,15.4,STUK,0,131814,Pending,237379,11,365,urgent
WO00170,A1195,Heysham 1,Vendor_27,Ops,P2,In Progress,Sensor Fault,Human Error,13/08/2025,2025-09-09,412905,375592,-37313,14.2,190.1,71,High,Compliant,82.0,EMP333,16,AGR,P1368,90,50,22,Corrective,27.8,4,D,11.59,ONR,0,531071,Overdue,422138,1,90,N/A
WO00171,A1155,Torness,Vendor_6,Engineering,P4,In Progress,Sensor Fault,Vendor Delay,2023-10-23,2023-11-03,318931,349476,30545,28.8,327.8,3,Low,Pending,91.0,EMP554,20,BWR,P1016,72,48,19,Corrective,58.0,6,D,8.12,CNSC,72045,193617,Paid,325949,10,90,await docs
WO00172,A1073,Bruce A,Vendor_24,Ops,P4,Open,Inspection Overdue,Human Error,2022-05-23,2022-06-13,286151,340845,54694,91.4,112.1,98,Low,Pending,57.0,EMP435,2,PWR,P1385,62,35,84,Emergency,65.2,2,D,4.13,ONR,0,512079,Pending,290965,3,365,
WO00173,A1168,Olkiluoto 3,Vendor_23,Procurement,P1,Open,Valve Leak,Ageing,15/07/2024,2024-08-07,424864,432855,7991,63.3,466.6,86,High,Pending,88.0,EMP912,38,PHWR,P1316,277,95,56,Preventive,20.2,4,B,4.22,NRC,0,707650,Pending,426792,2,180,await docs
WO00174,A1185,Olkiluoto 3,Vendor_4,Ops,P1,Open,Calibration Drift,Design,2022-04-03,2022-05-15,245819,208280,-37539,83.6,721.1,97,Medium,Pending,79.0,EMP918,18,PWR,P1363,107,61,40,Preventive,24.6,6,B,13.37,STUK,0,422449,Pending,232683,3,365,repeat issue 
